Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
90,Customer Support,Female,39,Manager,1/19/18 8:03 AM,6,Bachelor,4,8400,33,11,10,2,100,9,53,0,3.22,FALSE
91,Customer Support,Male,55,Consultant,3/15/24 8:03 AM,0,Bachelor,2,6600,44,42,5,6,0,9,26,2,3.23,TRUE
92,Legal,Male,48,Developer,7/13/19 8:03 AM,5,Bachelor,1,5500,42,11,26,12,100,15,84,1,3.69,TRUE
93,Finance,Male,50,Manager,11/9/23 8:03 AM,0,High School,4,8400,54,9,29,7,25,15,3,2,3.66,FALSE
94,Engineering,Male,52,Specialist,4/23/21 8:03 AM,3,High School,4,6300,44,19,10,7,50,1,81,1,4.10,FALSE
95,Operations,Male,52,Developer,7/6/15 8:03 AM,9,High School,1,5500,47,4,19,10,0,19,33,0,4.36,FALSE
96,Marketing,Female,30,Manager,4/11/19 8:03 AM,5,High School,3,7800,49,24,20,2,50,19,43,2,1.03,TRUE
97,Engineering,Male,58,Specialist,4/14/15 8:03 AM,9,PhD,3,5850,45,24,16,12,50,7,0,0,2.34,FALSE
98,Finance,Female,38,Manager,12/31/15 8:03 AM,8,High School,3,7800,41,31,12,10,75,9,64,0,4.20,FALSE
99,Sales,Male,24,Developer,11/15/19 8:03 AM,4,Bachelor,2,6000,50,33,0,9,0,13,37,1,4.39,FALSE
100,Customer Support,Other,33,Manager,12/1/17 8:03 AM,6,Bachelor,3,7800,36,9,10,14,25,13,30,1,3.19,TRUE
101,Finance,Female,45,Engineer,12/29/17 8:03 AM,6,High School,4,8400,35,0,18,14,75,17,48,0,3.42,FALSE
102,IT,Female,33,Consultant,11/22/19 8:03 AM,4,High School,1,6050,54,31,11,3,0,2,48,1,3.63,TRUE
103,IT,Male,33,Consultant,1/7/20 8:03 AM,4,Bachelor,3,7150,49,45,29,2,75,6,57,2,5.00,TRUE
104,Engineering,Male,58,Consultant,1/20/18 8:03 AM,6,Bachelor,4,7700,59,44,18,13,100,12,53,1,2.13,FALSE
105,Customer Support,Female,55,Technician,5/21/19 8:03 AM,5,High School,1,3850,58,1,1,0,0,4,29,1,2.30,FALSE
106,Customer Support,Male,46,Manager,9/13/21 8:03 AM,2,Bachelor,4,8400,36,1,6,9,50,17,10,0,2.94,FALSE
107,HR,Female,22,Developer,12/17/20 8:03 AM,3,Bachelor,4,7000,34,8,17,12,100,16,1,0,2.80,FALSE
108,Operations,Female,37,Engineer,1/26/15 8:03 AM,9,Bachelor,4,8400,56,26,7,9,100,15,12,2,4.68,FALSE
109,Sales,Male,56,Consultant,8/2/18 8:03 AM,6,Bachelor,1,6050,51,24,2,11,75,3,82,1,2.70,FALSE
110,Sales,Male,36,Consultant,9/23/18 8:03 AM,5,High School,5,8250,50,32,28,5,50,9,56,0,1.64,FALSE
111,IT,Male,43,Technician,9/8/23 8:03 AM,0,Bachelor,2,4200,48,33,4,7,25,12,75,2,4.80,FALSE
112,Finance,Male,39,Analyst,11/6/18 8:03 AM,5,Bachelor,1,4400,31,5,25,12,75,3,34,0,3.51,FALSE
113,Legal,Female,30,Technician,5/7/17 8:03 AM,7,Master,4,4900,34,14,12,8,25,2,59,0,4.50,FALSE
114,Customer Support,Male,35,Consultant,6/7/24 8:03 AM,0,Bachelor,4,7700,43,14,0,14,75,5,31,2,3.58,FALSE
115,Legal,Female,48,Specialist,6/8/23 8:03 AM,1,Bachelor,2,5400,32,24,1,0,25,11,88,1,1.58,FALSE
116,Customer Support,Female,56,Analyst,4/26/21 8:03 AM,3,Bachelor,5,6000,43,5,29,8,100,11,96,0,2.47,FALSE
117,Legal,Male,26,Manager,4/30/21 8:03 AM,3,High School,5,9000,33,4,15,3,75,17,44,2,3.24,FALSE
118,IT,Male,38,Consultant,6/10/16 8:03 AM,8,PhD,4,7700,54,44,17,3,0,1,81,1,4.20,FALSE
119,IT,Female,27,Manager,1/22/20 8:03 AM,4,Bachelor,5,9000,49,12,27,10,25,19,4,1,2.87,FALSE
120,Finance,Male,29,Specialist,7/10/21 8:03 AM,3,Bachelor,3,5850,47,15,6,1,25,11,65,0,4.37,FALSE
121,Customer Support,Male,26,Specialist,3/21/19 8:03 AM,5,Bachelor,1,4950,49,2,12,6,75,6,23,1,4.17,FALSE
122,Legal,Female,25,Technician,11/27/19 8:03 AM,4,High School,1,3850,30,42,4,11,75,6,13,1,2.94,TRUE
123,Operations,Female,44,Manager,8/12/15 8:03 AM,9,Bachelor,4,8400,53,11,28,5,0,12,60,1,4.47,FALSE
124,Finance,Male,46,Consultant,11/4/14 8:03 AM,9,Bachelor,4,7700,35,31,19,7,75,14,19,0,1.14,FALSE
125,IT,Male,28,Engineer,11/3/20 8:03 AM,3,High School,3,7800,46,4,12,7,0,1,36,2,1.39,FALSE
126,Marketing,Male,34,Developer,11/10/15 8:03 AM,8,High School,1,5500,56,6,3,12,0,6,60,0,4.65,FALSE
127,Engineering,Other,59,Consultant,10/1/14 8:03 AM,9,Bachelor,2,6600,50,44,17,0,100,16,35,0,4.40,FALSE
128,Sales,Male,31,Consultant,6/16/22 8:03 AM,2,Bachelor,2,6600,59,27,22,6,100,1,44,2,1.74,FALSE
129,Sales,Male,51,Developer,6/17/23 8:03 AM,1,High School,5,7500,45,8,7,6,50,12,66,2,1.24,TRUE
130,Sales,Other,29,Engineer,5/27/20 8:03 AM,4,Bachelor,1,6600,39,10,25,1,100,1,66,2,1.61,FALSE
131,Engineering,Male,47,Specialist,4/17/15 8:03 AM,9,Master,5,6750,34,14,27,6,50,15,97,2,2.84,TRUE
132,HR,Male,32,Technician,12/17/23 8:03 AM,0,Bachelor,5,5250,52,14,28,5,25,17,34,0,2.87,FALSE
133,Marketing,Female,55,Manager,10/6/20 8:03 AM,3,High School,3,7800,49,9,15,9,75,12,92,0,1.96,FALSE
134,Operations,Female,29,Consultant,5/1/19 8:03 AM,5,High School,2,6600,55,41,13,2,25,13,44,1,3.83,FALSE
135,Operations,Male,24,Consultant,8/10/22 8:03 AM,2,Bachelor,2,6600,39,24,0,12,25,11,63,0,3.79,FALSE
136,Sales,Male,23,Analyst,10/6/21 8:03 AM,2,Bachelor,5,6000,56,28,29,1,0,12,94,0,3.03,FALSE
137,Legal,Female,35,Analyst,1/11/17 8:03 AM,7,Bachelor,2,4800,46,21,17,2,25,6,9,1,1.25,FALSE
138,Customer Support,Male,28,Manager,3/26/19 8:03 AM,5,Master,5,9000,40,9,12,2,100,17,34,2,4.83,FALSE
139,Finance,Male,38,Technician,11/1/18 8:03 AM,5,High School,2,4200,34,24,23,0,100,12,22,0,1.12,FALSE
140,Legal,Female,39,Specialist,12/21/22 8:03 AM,1,High School,1,4950,44,4,5,5,50,4,11,0,4.38,FALSE
141,Engineering,Female,23,Analyst,1/15/19 8:03 AM,5,Bachelor,2,4800,35,20,11,1,25,13,16,1,3.61,FALSE
142,Customer Support,Male,22,Specialist,3/16/21 8:03 AM,3,PhD,3,5850,52,6,8,14,50,6,45,1,4.61,FALSE
143,Legal,Female,60,Specialist,11/21/16 8:03 AM,7,Bachelor,2,5400,35,27,19,2,50,15,93,0,2.62,FALSE
144,Customer Support,Female,54,Analyst,2/19/17 8:03 AM,7,High School,3,5200,48,49,27,3,75,11,64,2,1.82,FALSE
145,Operations,Female,26,Consultant,6/3/23 8:03 AM,1,Bachelor,1,6050,53,18,15,11,50,5,46,0,2.23,FALSE
146,Customer Support,Male,43,Consultant,2/24/18 8:03 AM,6,Master,2,6600,41,30,12,4,25,18,80,2,4.36,FALSE
147,Legal,Female,57,Engineer,6/2/19 8:03 AM,5,Bachelor,1,6600,39,41,7,13,0,7,1,0,3.30,FALSE
148,Sales,Male,58,Analyst,11/10/16 8:03 AM,7,Master,3,5200,56,26,25,6,100,14,34,2,4.55,FALSE
149,IT,Female,31,Technician,8/1/17 8:03 AM,7,Master,1,3850,59,3,13,0,50,13,78,2,4.75,FALSE
150,Finance,Female,55,Analyst,3/19/21 8:03 AM,3,Bachelor,1,4400,57,17,21,12,100,6,92,0,3.00,FALSE
151,Operations,Male,59,Consultant,10/27/20 8:03 AM,3,Bachelor,4,7700,52,11,15,13,50,12,19,0,4.76,FALSE
152,Sales,Male,25,Manager,6/4/23 8:03 AM,1,Bachelor,4,8400,35,10,10,0,50,1,51,1,1.02,FALSE
153,Marketing,Female,54,Technician,9/22/14 8:03 AM,9,High School,5,5250,37,49,22,14,100,6,21,2,4.44,FALSE
154,Customer Support,Male,60,Specialist,7/14/17 8:03 AM,7,Bachelor,3,5850,49,19,1,7,100,12,15,2,4.88,FALSE
155,Legal,Male,51,Engineer,6/22/15 8:03 AM,9,Bachelor,3,7800,53,49,17,1,75,3,30,2,3.78,FALSE
156,Customer Support,Female,35,Specialist,6/28/23 8:03 AM,1,Master,1,4950,57,30,24,8,100,13,70,1,1.05,FALSE
157,Legal,Male,46,Manager,5/4/20 8:03 AM,4,Bachelor,1,6600,34,5,7,1,25,17,71,0,1.79,FALSE
158,Operations,Female,39,Analyst,7/16/15 8:03 AM,9,Bachelor,1,4400,55,45,14,5,50,7,11,2,3.34,FALSE
159,Legal,Female,41,Technician,6/21/15 8:03 AM,9,Master,1,3850,31,36,21,12,100,6,98,0,4.04,FALSE
160,Operations,Female,30,Manager,7/4/22 8:03 AM,2,Master,4,8400,52,28,17,1,100,12,27,0,4.15,TRUE
161,Engineering,Male,36,Manager,12/27/15 8:03 AM,8,Master,1,6600,39,43,27,10,100,3,70,1,2.85,FALSE
162,HR,Male,32,Technician,9/13/19 8:03 AM,4,Bachelor,5,5250,56,35,20,10,0,16,41,2,2.04,FALSE
163,Finance,Male,44,Technician,1/19/23 8:03 AM,1,Bachelor,5,5250,32,46,15,14,50,19,29,0,1.78,FALSE
164,Legal,Male,37,Analyst,11/21/16 8:03 AM,7,High School,1,4400,43,33,2,2,0,4,53,1,1.97,TRUE
165,Engineering,Male,26,Analyst,12/19/20 8:03 AM,3,High School,2,4800,54,26,23,0,100,16,43,0,1.82,TRUE
166,Sales,Female,30,Specialist,5/18/20 8:03 AM,4,High School,3,5850,50,29,23,9,75,12,47,2,3.49,FALSE
167,Sales,Male,36,Manager,6/4/18 8:03 AM,6,High School,4,8400,51,44,1,6,50,12,78,1,1.14,FALSE
168,Legal,Male,31,Analyst,11/18/16 8:03 AM,7,Bachelor,5,6000,49,48,25,0,25,19,93,0,1.97,FALSE
169,Legal,Female,39,Specialist,1/27/19 8:03 AM,5,High School,4,6300,53,17,23,5,75,14,84,0,4.25,FALSE
170,Legal,Female,34,Technician,10/22/19 8:03 AM,4,High School,5,5250,50,22,26,2,25,5,49,2,2.59,FALSE
171,Engineering,Male,23,Manager,4/9/23 8:03 AM,1,Bachelor,3,7800,57,49,9,11,50,13,52,2,4.72,FALSE
172,Finance,Male,22,Developer,3/28/15 8:03 AM,9,Bachelor,2,6000,52,23,17,3,25,6,50,2,3.63,FALSE
173,Operations,Male,43,Developer,3/30/20 8:03 AM,4,PhD,2,6000,39,17,1,8,25,8,63,1,2.24,FALSE
174,Marketing,Female,26,Specialist,9/20/19 8:03 AM,4,High School,5,6750,35,30,18,11,0,5,16,0,3.36,FALSE
175,Customer Support,Female,30,Analyst,5/5/24 8:03 AM,0,Bachelor,2,4800,56,48,21,1,100,2,42,2,3.85,FALSE
176,Engineering,Female,48,Developer,8/26/24 8:03 AM,0,Bachelor,3,6500,57,14,12,12,75,14,16,1,3.59,TRUE
177,HR,Female,54,Consultant,5/13/17 8:03 AM,7,Bachelor,3,7150,40,2,7,8,100,18,99,1,3.79,FALSE
178,Customer Support,Male,25,Analyst,8/1/17 8:03 AM,7,Bachelor,4,5600,40,42,14,9,100,16,47,0,1.14,FALSE
179,Customer Support,Other,48,Technician,2/28/18 8:03 AM,6,Bachelor,2,4200,52,21,8,13,50,19,79,2,1.30,FALSE
180,Legal,Female,53,Manager,6/25/16 8:03 AM,8,Master,2,7200,31,36,25,3,0,9,36,2,2.89,FALSE
181,Legal,Male,28,Technician,4/13/17 8:03 AM,7,Bachelor,1,3850,36,13,13,5,0,13,67,1,2.39,TRUE
182,Legal,Male,57,Manager,8/2/24 8:03 AM,0,Bachelor,2,7200,48,38,9,8,50,17,56,2,4.28,FALSE
183,Sales,Male,48,Technician,5/28/18 8:03 AM,6,Bachelor,4,4900,33,26,29,4,75,5,21,1,2.47,FALSE
184,Customer Support,Female,32,Manager,5/14/22 8:03 AM,2,Bachelor,5,9000,41,27,17,7,25,12,62,2,1.46,FALSE
185,Finance,Female,33,Technician,1/15/15 8:03 AM,9,Bachelor,3,4550,38,30,1,11,75,9,56,2,2.69,FALSE
186,HR,Female,57,Manager,7/27/23 8:03 AM,1,Bachelor,4,8400,35,37,7,10,100,5,59,2,4.38,FALSE
187,Legal,Male,38,Engineer,10/19/18 8:03 AM,5,Master,4,8400,41,28,22,6,100,8,38,0,3.08,FALSE
188,IT,Female,43,Specialist,2/15/22 8:03 AM,2,High School,2,5400,54,14,8,9,25,11,97,2,4.01,FALSE
189,Customer Support,Female,26,Specialist,7/18/23 8:03 AM,1,Bachelor,2,5400,33,47,15,5,50,10,11,0,2.80,TRUE
190,Operations,Female,41,Consultant,5/21/22 8:03 AM,2,Bachelor,1,6050,39,24,24,6,100,12,4,0,3.85,FALSE
191,HR,Female,37,Analyst,3/17/16 8:03 AM,8,Bachelor,4,5600,46,18,0,9,0,10,12,0,2.32,FALSE
192,Engineering,Female,36,Analyst,12/26/20 8:03 AM,3,Bachelor,2,4800,39,49,24,14,25,15,64,1,3.84,TRUE
193,Finance,Male,54,Specialist,1/1/20 8:03 AM,4,Bachelor,1,4950,59,2,22,3,0,4,99,0,3.94,FALSE
194,IT,Female,45,Analyst,4/10/21 8:03 AM,3,Bachelor,2,4800,57,28,26,2,50,15,85,0,1.48,FALSE
195,IT,Female,56,Specialist,7/25/17 8:03 AM,7,Master,5,6750,53,19,22,4,0,2,61,0,2.51,TRUE
196,Legal,Female,39,Engineer,3/30/23 8:03 AM,1,Master,5,9000,59,16,24,2,50,1,26,1,1.59,TRUE
197,HR,Male,44,Technician,7/30/22 8:03 AM,2,High School,1,3850,37,9,8,11,75,5,15,2,1.49,FALSE
198,HR,Female,55,Analyst,2/4/21 8:03 AM,3,Bachelor,5,6000,43,14,22,6,75,17,42,2,3.45,FALSE
199,IT,Female,52,Developer,4/8/19 8:03 AM,5,Bachelor,1,5500,44,40,28,14,50,12,56,0,3.23,FALSE
200,Operations,Male,27,Consultant,4/26/21 8:03 AM,3,Master,1,6050,36,4,26,8,100,9,38,2,3.73,TRUE
201,Finance,Male,45,Analyst,9/21/14 8:03 AM,9,Bachelor,5,6000,30,12,14,9,100,8,26,1,2.41,FALSE
202,Operations,Female,54,Specialist,5/13/19 8:03 AM,5,Bachelor,3,5850,52,28,21,3,0,16,14,2,3.47,FALSE
203,Engineering,Male,32,Consultant,3/5/16 8:03 AM,8,High School,2,6600,47,5,20,10,75,19,87,1,4.06,FALSE
204,Customer Support,Male,52,Analyst,4/9/20 8:03 AM,4,Bachelor,2,4800,34,19,18,6,75,14,37,0,2.63,FALSE
205,HR,Female,38,Technician,12/1/17 8:03 AM,6,High School,1,3850,32,39,2,2,50,14,40,1,1.25,FALSE
206,Marketing,Male,50,Engineer,8/29/23 8:03 AM,1,Bachelor,2,7200,44,10,21,0,0,5,88,2,4.90,TRUE
207,Customer Support,Male,41,Manager,11/19/20 8:03 AM,3,Master,4,8400,55,28,1,14,50,5,66,2,1.02,FALSE
208,Sales,Female,40,Developer,11/26/16 8:03 AM,7,High School,1,5500,30,20,7,10,0,6,64,1,4.61,TRUE
209,Engineering,Male,43,Developer,11/21/15 8:03 AM,8,High School,3,6500,55,49,24,8,50,15,75,2,2.96,FALSE
